host_id,host_name,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count
14087588,Drew,1,2016-05-30,0.03,1
1659891,Laurie,6,2017-05-28,0.12,1
33063310,Judy,2,2015-06-29,0.04,1
33064443,Judy,1,2017-07-14,0.04,1
33064599,Yukee,68,2019-04-19,1.42,6
33070890,Susan,0,N/A,0.0,1
33074274,Vigil,40,2019-05-02,0.8,2
10562062,Dajana,1,2015-05-25,0.02,1
8852945,Pierre,0,N/A,0.0,1
33108060,Shay,1,2015-08-01,0.02,1
20320155,Alex & Family,69,2019-06-16,1.4,1
31600563,Beatrice,1,2015-06-02,0.02,1
33113275,Iz,3,2015-10-21,0.06,1
23975421,Marine,0,N/A,0.0,1
20156894,Florence And Peter,20,2018-10-02,0.51,1
18762837,Gino,3,2015-05-29,0.06,1
33125859,Sylvia,18,2019-06-25,0.37,1
5720429,Gregory,66,2019-07-02,1.33,1
33128992,Sundar,1,2015-05-18,0.02,1
33134899,,1,2015-07-01,0.02,1
3320288,Jerry,52,2019-06-08,1.78,1
33138892,Roy,0,N/A,0.0,1
28645487,Ilana,11,2018-09-23,0.48,1
33149697,Signe,0,N/A,0.0,1
33152462,Elly,9,2015-07-11,0.18,1
14104449,Andrew,48,2019-06-30,0.97,1
3471132,Robin,8,2016-11-27,0.16,1
7532832,Wing-Yee,1,2015-06-09,0.02,1
32162351,A.J.,11,2018-09-14,0.22,2
4358400,Shehzad,1,2015-05-26,0.02,1
33106693,Elena,43,2019-07-01,1.66,3
6415669,Nisha,0,N/A,0.0,1
33166971,Miriam,70,2019-07-01,1.39,2
33182386,Ulysse,49,2019-04-21,0.97,1
2683773,Michael Shane,63,2019-06-20,1.25,1
33198779,Catherine,4,2015-10-31,0.08,1
33200237,Christopher,2,2019-06-17,0.07,1
26484511,Emily,4,2016-06-18,0.08,1
11740479,Brian,6,2015-12-30,0.12,1
6771594,Charlotte,0,N/A,0.0,1
33212205,Firas,0,N/A,0.0,1
33213436,Alec,116,2019-06-24,2.38,8
3867,Luke,92,2019-06-29,2.4,2
26818265,Gat,1,2015-07-05,0.02,1
33221872,Jocelyn,3,2015-08-21,0.06,1
32203454,Curtis,26,2016-01-20,0.51,1
33232851,Luis,2,2016-02-01,0.05,1
2321422,Angela,0,N/A,0.0,1
33234599,Smit,4,2016-04-13,0.08,1
14141873,Scott,28,2019-06-17,0.61,1
1993978,Sylvie,8,2016-11-23,0.16,1
25472836,Maeva & Aaron,2,2016-08-10,0.06,1
33163646,Kyoung,72,2018-01-18,1.46,1
6645134,May,5,2017-08-20,0.1,1
252121,Emiliano,97,2019-06-17,1.95,1
1245695,Chris,8,2016-10-22,0.16,1
4233168,Kim,1,2015-07-10,0.02,1
31752474,Tine,9,2017-04-06,0.19,2
3922258,Alex,1,2015-08-10,0.02,1
834483,Dorothy,15,2015-09-14,0.3,1
21361229,Vivian Yuen Ting,88,2019-06-30,3.66,1
33297467,Camilla,4,2018-12-17,0.13,1
9815198,Nicola,0,N/A,0.0,1
3269171,Alison,6,2017-01-01,0.18,1
7202402,Ross,15,2016-10-26,0.3,2
33159253,Julianne,1,2015-05-29,0.02,1
33317997,Anna,0,N/A,0.0,1
5972246,Elle,3,2018-01-07,0.06,1
3911265,Ali,1,2015-10-01,0.02,1
33323743,Coral,5,2019-01-01,0.55,1
33346283,Jonathan,42,2019-05-27,0.87,3
23693099,Justin,107,2019-06-24,2.3,1
33355603,Lisa,0,N/A,0.0,1
2696970,Sasha,28,2018-11-08,0.55,1
21894410,Jordan,3,2016-03-28,0.06,1
31762883,Daisuke,0,N/A,0.0,1
264659,Nikhil,35,2017-12-08,0.7,1
33368633,John,133,2019-06-07,2.64,2
1535739,Ron,3,2018-08-05,0.06,1
24833181,Andres,93,2019-06-29,2.0,2
5707879,Laura,0,N/A,0.0,1
15195194,Akiea,4,2015-07-30,0.08,1
11731168,Candice,6,2016-07-06,0.13,1
5463220,Nick And Jade,175,2019-07-01,3.53,1
10645724,Daliso,0,N/A,0.0,1
7256646,Surabhi,3,2016-06-26,0.08,1
30166510,Alina,1,2015-08-10,0.02,1
6354467,Robert,4,2017-01-03,0.09,1
33394459,Alana,2,2016-01-07,0.04,1
33396510,Christopher,9,2019-06-12,0.19,1
21090508,Jarad,27,2018-08-14,0.54,2
33403059,Joshua,3,2015-10-16,0.06,3
10396710,Robbie,2,2016-06-13,0.04,1
5919678,Carole,8,2018-06-14,0.16,1
33426004,Joshua,5,2015-09-25,0.1,1
10136764,Michael,91,2019-06-21,1.81,1
15613411,Stacey,26,2017-05-06,0.52,1
1503493,Phi Lee,0,N/A,0.0,1
11555845,Elizabeth And Elias,148,2019-06-12,3.58,1
24448775,Mo,4,2015-09-19,0.08,1
2216353,Kat,1,2015-06-09,0.02,1
33499491,Seth,5,2016-01-01,0.1,1
6680071,Billy,1,2015-05-25,0.02,1
3011903,Matthew,58,2019-05-27,1.25,1
13341919,Jennifer,3,2015-12-27,0.06,1
33510832,Benjamin,397,2019-06-28,7.97,2
33513998,Mackenzie,7,2016-05-21,0.14,1
6767463,Tim,10,2017-02-28,0.2,1
26624082,Maurine,1,2016-03-26,0.03,1
6969910,Ben,0,N/A,0.0,1
30641136,Michael,10,2019-05-31,0.33,1
16598550,Candace,2,2015-06-27,0.04,1
33530934,Jason,38,2019-05-09,0.89,1
32715865,Yelena,5,2017-09-23,0.13,1
33533091,Maeve,0,N/A,0.0,1
33535691,Jonathan,290,2019-06-25,5.92,1
3760161,Sharmilli,1,2016-06-11,0.03,1
13043852,Claire,5,2017-07-16,0.1,1
21694306,Brooke,0,N/A,0.0,1
33558572,Kim,64,2019-06-16,1.27,1
19251040,Barr,1,2015-06-11,0.02,1
1905361,Gillian,17,2019-05-30,0.34,1
33582013,Nate,44,2019-06-30,0.91,1
2433524,Daniel,0,N/A,0.0,1
17382690,Erica,100,2019-06-25,1.98,1
33605594,Misha,8,2019-05-15,0.26,1
7108862,Estelle,2,2015-06-13,0.04,1
11885649,Jay,0,N/A,0.0,1
33611370,Christopher,2,2015-10-26,0.04,1
33614329,Walter,208,2019-07-06,4.14,4
33640698,Peter,0,N/A,0.0,1
32850071,Mary Kate,1,2015-05-25,0.02,1
5622480,Gigi,176,2019-06-23,3.51,1
13873277,Elan,0,N/A,0.0,1
33648474,Leah,56,2019-07-04,1.11,1
2223278,Michael,246,2019-06-29,4.94,1
33616159,Jada,3,2015-09-29,0.06,1
11179499,Jeffrey,2,2015-05-31,0.04,1
517772,Faye,2,2015-09-17,0.04,1
33675739,Giselle,50,2019-01-01,1.01,2
4498389,Zuzi,4,2015-10-26,0.08,1
33680384,Jeff,0,N/A,0.0,1
20192028,Alexander,1,2015-06-16,0.02,1
17408676,Patrick,5,2018-05-19,0.1,1
1471506,Ryan,0,N/A,0.0,1
12060709,Joshua,0,N/A,0.0,1
33433635,Casey,1,2015-07-18,0.02,1
6826449,Lucas,0,N/A,0.0,1
33695968,R.J.,0,N/A,0.0,1
19475826,Mark,21,2016-12-30,0.44,1
33721278,Margrethe,0,N/A,0.0,1
33722691,Danny And June,179,2019-06-15,3.56,2
26408268,Neil,9,2019-05-12,0.25,1
1531125,Marek,14,2018-09-28,0.33,1
11775328,Kamilah,17,2019-05-19,0.37,1
33741028,Cristy,22,2016-12-30,0.46,1
33607986,Anisia,6,2019-06-30,0.13,1
33746505,Viktoriya,135,2019-02-02,2.79,1
33736005,Sarah,3,2015-10-12,0.06,2
16549175,Alana,0,N/A,0.0,1
3210626,Matthew,0,N/A,0.0,1
33750239,Chao,115,2019-05-25,2.29,2
32430692,Frank,10,2019-07-06,8.82,1
18412434,Felami,52,2019-05-06,1.05,1
21176015,Jennifer,1,2019-04-24,0.39,1
7455366,Sidra,2,2016-08-26,0.05,1
33782884,Kate,4,2015-07-02,0.08,2
253533,Matt,27,2018-05-18,0.58,1
33788184,Tiana,0,N/A,0.0,1
33803881,Lisa,0,N/A,0.0,1
10380050,Lisa,37,2016-09-15,0.74,1
33817646,A,79,2019-02-10,1.7,1
33825321,Debra,24,2019-06-22,0.51,1
33833944,Andreas Per Daniel,25,2019-02-23,0.51,1
18693139,Eliana,5,2019-01-01,0.1,1
25646971,Ella,8,2018-08-16,0.19,1
6696648,Chris,4,2017-01-01,0.11,1
29690360,Olga,0,N/A,0.0,1
7898046,Zachariah,71,2017-08-05,1.42,1
18897568,Meriem,3,2015-08-15,0.06,1
33774886,Ryan,150,2019-06-23,2.99,1
13356805,Sophie,0,N/A,0.0,1
1871609,Franky,33,2019-04-28,0.66,1
1862576,Gan,3,2016-01-06,0.06,1
3499548,Costanza,14,2019-05-28,0.63,1
3263765,Shef,4,2015-11-02,0.08,1
14063,Meredith & Dave,15,2017-08-04,0.31,1
818508,Souheil,15,2018-12-16,0.3,1
33929905,Oleg,59,2019-06-17,1.24,1
1982268,Chloe,13,2018-08-25,0.26,1
6804278,Randy,9,2015-10-26,0.18,1
21575456,Myrdith,150,2019-07-05,2.98,1
1480124,Goldwyn,11,2015-09-26,0.23,1
26270573,Joe,95,2019-05-26,1.95,2
2938550,Jon,0,N/A,0.0,1
33941066,Kennedi,0,N/A,0.0,1
33527075,Brooke,188,2019-07-04,3.75,2
33970775,McClain,11,2016-05-30,0.22,1
33975064,Jessica,2,2016-08-06,0.04,1
33977124,Donovan,49,2019-06-14,1.42,2
33977623,Britt,16,2019-07-03,0.32,1
1304710,Ashley,45,2019-06-29,0.91,1
14231957,Milan,5,2016-09-20,0.14,1
17344881,El,11,2019-07-01,0.22,3
5785497,Jaamil,22,2019-05-16,0.47,1
34009194,Seán,1,2015-06-30,0.02,1
12798614,Jessica,49,2019-06-24,1.0,3
34013546,Yelena,2,2015-06-22,0.04,1
25441469,Kyle,2,2018-03-04,0.09,1
696487,Ted,0,N/A,0.0,1
10077626,Nelesi,0,N/A,0.0,1
34049419,Becky And John,14,2016-08-18,0.28,1
34052554,Whitney,1,2015-06-29,0.02,1
14979188,Esther,3,2015-08-27,0.06,1
4224588,Olivia,0,N/A,0.0,1
25865233,Leonarda,71,2019-04-07,1.43,1
829717,Ambrose And Florence,26,2019-06-28,0.53,1
4089529,Michael,67,2019-07-07,1.34,1
26439972,Leonit,5,2019-01-03,0.13,1
34113764,Nick,2,2019-06-15,1.33,2
2124716,Jules,100,2017-09-18,2.11,1
34124276,Nicole,4,2016-07-28,0.08,1
33733944,John,4,2017-09-04,0.09,1
34129674,Angelo,0,N/A,0.0,1
34142649,Joseph,0,N/A,0.0,1
34142729,Connor R,0,N/A,0.0,1
34143084,Sam,2,2018-12-29,0.22,1
34174768,Dana,19,2015-10-25,0.38,1
34186180,Grant,2,2015-07-25,0.04,1
8479809,A,0,N/A,0.0,1
34197591,Daniela,131,2019-07-06,2.64,1
111837,Emeka,1,2015-06-16,0.02,1
34201688,Samantha,35,2019-05-17,0.83,1
31298029,Cynthia,124,2019-06-15,2.5,1
7155183,Stephanie,1,2015-08-23,0.02,1
33975302,Kirsten,185,2019-07-07,3.71,1
3057531,Jeffrey,10,2019-01-05,0.2,1
23116237,Kate,0,N/A,0.0,1
6789992,L,36,2016-11-16,0.74,1
18342421,Patty,5,2017-01-05,0.1,1
2436695,Jerome,0,N/A,0.0,1
2482106,Jennifer,6,2016-05-18,0.13,1
2232455,Zach,4,2018-08-06,0.08,1
34233009,Carol,0,N/A,0.0,1
3174520,Peter,52,2019-01-01,1.04,1
10771238,Justin,126,2019-06-19,2.65,3
34262042,Jodil H.,15,2018-12-19,0.32,1
34272645,Jean,69,2019-06-16,1.49,1
33945670,Eli,137,2019-06-13,2.82,2
34276823,Mike,5,2017-01-01,0.12,1
33125778,Kt,5,2017-07-23,0.1,1
14098887,Fareed,0,N/A,0.0,1
34285520,Penny,2,2015-09-01,0.04,1
11513446,Erica,2,2016-01-01,0.04,1
9119676,Angeline,10,2015-12-28,0.2,1
7074531,Jonathan,0,N/A,0.0,1
28305098,Bishal,13,2016-01-20,0.26,1
12764940,Robert,0,N/A,0.0,1
34306160,Dan,87,2019-06-27,1.75,1
3531344,Eleanor & Greg,16,2018-09-02,0.33,1
34310803,Michel,0,N/A,0.0,1
23311838,Adrianna,4,2016-06-11,0.08,1
34313950,Bee,0,N/A,0.0,1
24860438,Stephanie,1,2015-09-08,0.02,1
34322623,Elizabeth,18,2019-05-31,0.36,1
34345802,Gloria,15,2018-06-12,0.34,1
33459378,Karen,2,2015-08-16,0.04,1
22261783,Gregory,130,2019-07-06,2.63,2
9630921,Vasilios,0,N/A,0.0,1
1808103,Maria,85,2019-06-09,1.99,2
31458100,Drew,11,2016-04-11,0.23,1
34372907,Meagan,36,2019-01-02,0.8,1
31234460,Arielle,0,N/A,0.0,1
34386255,Nicholas,0,N/A,0.0,1
34387513,Michael,0,N/A,0.0,1
33247865,Anthony,34,2017-01-01,0.74,1
33680030,Ruby,3,2015-07-28,0.06,1
34397256,Nanda,114,2019-06-28,2.47,1
34426902,Susan,0,N/A,0.0,1
23607132,Rebecca,62,2019-05-25,1.34,1
2566034,Megan,1,2015-07-01,0.02,1
3450556,Ahna,0,N/A,0.0,1
1263574,Lauren,5,2015-07-22,0.1,1
34453577,Chris,119,2019-05-27,2.43,1
34748949,Julienne,0,N/A,0.0,1
6495511,Kari,5,2016-08-15,0.1,1
20113500,Clement,2,2015-09-06,0.04,1
9777215,Theresa,122,2019-06-20,2.49,3
34501360,Eric,12,2017-09-03,0.25,1
4654046,Kate,111,2019-07-04,2.31,1
5280006,Jennifer,27,2016-12-10,0.54,1
13106591,Valentino,3,2016-01-02,0.06,1
8838164,Mia,0,N/A,0.0,1
17382149,Rosie,48,2018-12-27,2.17,1
15386409,Mateo,3,2017-08-15,0.06,1
34475475,Richard,0,N/A,0.0,1
1651102,Lauren,0,N/A,0.0,1
34534668,Gohe,5,2018-04-29,0.27,1
7155363,Lauren,12,2019-05-19,0.38,1
1021060,Marc,133,2019-07-07,3.69,1
6864230,Danica,0,N/A,0.0,1
5226684,Kate,2,2015-08-07,0.04,1
22222260,Simone,20,2019-04-26,0.41,2
570850,Yovel,5,2019-07-04,0.2,1
26415767,Christopher,52,2019-06-25,1.12,1
34546849,Amber,131,2019-06-24,2.63,3
26228337,Jon,20,2018-05-18,0.43,1
7701992,Grace,0,N/A,0.0,1
5753744,Rindon,2,2015-08-21,0.04,2
23152983,Nicholas,11,2019-07-03,0.24,1
34595916,Andrew,161,2019-07-01,3.22,3
4124666,Rafik,145,2019-07-04,3.55,1
3183567,Ale,0,N/A,0.0,1
1797304,Marg,53,2019-06-26,1.34,1
28181993,Anshul,0,N/A,0.0,1
24261066,Lisa,5,2016-01-03,0.1,1
33976673,Jake,11,2015-09-29,0.22,1
34608427,Aixa,11,2019-06-08,1.2,1
6492234,Martin,0,N/A,0.0,1
34642925,Anastasia,1,2015-06-07,0.02,1
34643568,Dave,24,2019-07-02,0.49,6
4769812,Georgina,7,2019-03-29,0.19,1
263882,Eva Maria,92,2019-06-30,1.95,2
31880074,Rachel,7,2016-01-06,0.14,1
2128805,Lola,12,2019-06-10,0.24,1
5025809,Sarah,1,2015-07-06,0.02,1
23527094,Ginevra,11,2019-01-23,0.33,1
27077862,Alex,0,N/A,0.0,1
13500220,Jim,1,2015-08-02,0.02,1
263614,Justin,1,2015-06-25,0.02,1
10899109,Dave & Nat,1,2015-06-26,0.02,1
16941743,Ernesto,36,2017-09-16,0.73,1
34690679,Kay,0,N/A,0.0,1
27462282,Quentin,0,N/A,0.0,1
25599307,Julia,33,2017-05-31,0.69,1
24839107,Brittany,7,2015-11-02,0.14,1
3274213,Levi & Kaz,133,2019-07-01,2.8,1
20587549,Nick,15,2019-06-30,0.41,1
34712280,Helen,16,2019-07-07,1.7,1
22058409,Abigail,2,2016-11-26,0.05,2
3173147,Andrea,68,2019-06-08,1.36,2
34720872,Carlos,4,2019-06-15,1.62,1
27439632,Brian,0,N/A,0.0,1
3858150,Romain,7,2017-08-15,0.15,1
34738375,Robert,12,2018-01-04,0.34,1
20123174,Brian,0,N/A,0.0,1
34740215,Previn,11,2016-05-16,0.23,1
5609081,Jonathan,13,2018-11-20,0.28,1
31889552,Chris,1,2015-07-27,0.02,1
23032146,Florian,3,2016-09-27,0.07,1
562114,Sveva,4,2019-04-27,0.13,1
240740,Ariel,221,2019-06-18,4.59,1
2536417,Anna,38,2019-07-01,0.77,1
2329581,Michael,11,2017-10-24,0.22,2
15537676,Alex,1,2015-10-11,0.02,1
34779392,Joseph,8,2019-05-18,0.16,1
34782697,Alexander,0,N/A,0.0,1
351650,Nick,2,2016-07-06,0.05,1
24260658,Kristy,32,2019-06-24,0.64,5
4580943,Brian,1,2015-06-12,0.02,1
23582893,Laramie,24,2019-05-08,0.49,8
20700509,Gunnar,11,2016-03-19,0.22,1
18081869,Francesca,1,2015-07-27,0.02,1
34813492,Susan,49,2019-06-26,1.0,1
17927814,Malisa,0,N/A,0.0,1
7106617,Nacer,6,2016-08-30,0.12,1
16718896,Kim,25,2018-01-02,0.51,1
25812962,Claudio & Rose,33,2019-05-11,1.28,3
2979971,Anna,1,2019-01-06,0.16,1
34824417,Kate,18,2019-06-01,0.38,1
34828488,Pauline,12,2019-06-28,0.26,1
5417600,Elvira,4,2018-06-16,0.14,1
7088466,Carly,13,2016-07-04,0.27,1
1418498,Meryl,0,N/A,0.0,1
33622924,Besinfe,52,2019-06-19,1.39,4
1131394,Jeremy,4,2019-02-23,0.09,1
6913285,Marc,4,2016-06-03,0.08,1
30858029,Becca,0,N/A,0.0,1
192349,Peter,3,2015-09-09,0.06,1
1761447,Marc,78,2019-06-03,1.68,2
1586060,Tom,7,2016-03-26,0.14,1
34861715,Diana,29,2019-01-01,0.59,1
34861728,Iris,12,2019-05-31,0.26,4
1546620,Alison,1,2016-10-06,0.03,1
15008796,Admir,1,2015-07-05,0.02,1
29212339,Linda,52,2019-05-28,1.05,1
30208406,Yaron,4,2017-12-31,0.08,1
34873920,Joedan,0,N/A,0.0,1
34874378,Jessica,59,2017-09-15,1.19,2
34876980,Alfredo,19,2019-06-27,0.39,1
8816218,Alexa,0,N/A,0.0,1
1287185,Michelle,7,2016-01-02,0.14,1
1549512,Ilene,0,N/A,0.0,2
6591262,Natasha,1,2015-08-01,0.02,1
19600872,Pianpian Carolyn,0,N/A,0.0,1
1208337,Sandra,4,2016-01-31,0.08,1
5143511,Danyel,0,N/A,0.0,1
6725667,Megan,11,2019-05-11,0.23,1
34933217,Emilie,0,N/A,0.0,1
34943122,Hadrien,5,2017-12-29,0.1,2
34950721,Samuel,1,2015-06-15,0.02,2
34371968,Alexandre,70,2019-06-26,1.54,1
34954047,Heather,2,2016-05-11,0.05,1
7577024,Daphne,0,N/A,0.0,1
7409073,Leiya,2,2015-11-07,0.04,1
4028339,Nadine,28,2019-06-23,0.58,1
315082,Nicholas,20,2017-05-07,0.4,1
1030526,Elizabeth,0,N/A,0.0,1
6743604,Lauren,13,2016-10-09,0.26,1
34995566,Alexa,14,2019-04-20,0.39,1
30340506,Alyson,0,N/A,0.0,1
35000945,Jacqueline,0,N/A,0.0,1
35005938,Carole,1,2015-06-06,0.02,1
35008385,Abe,1,2015-06-09,0.02,1
11199830,Meagan,1,2015-11-09,0.02,1
3131306,Alissa,1,2015-08-09,0.02,1
2135117,Susan,53,2019-07-07,2.87,1
35025150,Chris,6,2019-01-02,0.14,1
6847312,David & Derek,30,2019-03-17,0.62,1
35030648,Corey,17,2016-08-01,0.35,1
22727131,Iris,1,2015-11-01,0.02,1
481921,Sean,23,2019-06-23,0.47,1
29417590,Alice,2,2015-08-24,0.04,1
398440,Marla,4,2019-03-25,0.53,1
10717539,Eddie,0,N/A,0.0,1
4316973,Alberto,2,2019-05-19,0.76,1
12432650,Yazmany,14,2018-12-29,0.45,1
34914311,Sandrine,0,N/A,0.0,1
35070587,Tim,0,N/A,0.0,1
35075473,Amanda,5,2016-08-28,0.1,1
13953653,Liora,15,2017-12-08,0.3,1
8730,Allison,11,2016-11-16,0.22,1
35087743,Joshua,0,N/A,0.0,1
34841020,Tara,1,2015-06-18,0.02,1
34578795,Ryan,1,2015-08-14,0.02,1
35100060,Jessica,15,2019-04-29,0.31,2
16462666,Ali,1,2017-02-15,0.03,3
35103293,Maria,40,2018-11-27,0.82,1
35103206,Anthony And Laura,3,2017-08-29,0.09,1
25071191,Khamis,5,2018-09-10,0.1,1
8556751,Adam,0,N/A,0.0,1
11039369,Mike,1,2016-03-24,0.02,1
14946552,Nathan,0,N/A,0.0,1
22651758,Tiphaine,2,2015-09-08,0.04,1
35144920,Kevin,0,N/A,0.0,1
1401919,Mike,21,2018-11-24,0.44,1
35149173,L.M.,2,2015-07-02,0.04,1
12447185,Craig,0,N/A,0.0,1
34988058,Sheri,0,N/A,0.0,1
6226676,Aparna,1,2015-06-24,0.02,1
35108277,Yury,0,N/A,0.0,1
171653,Stefanie,1,2016-09-11,0.03,1
31765814,Yassine,3,2019-05-12,0.06,1
24466159,Tim,2,2015-06-26,0.04,1
23082955,Pj,107,2018-05-13,2.17,1
34992043,Frances,222,2019-07-04,4.48,2
15444104,Willem,11,2017-05-16,0.24,1
35174506,Michelle,9,2019-06-23,1.41,1
4130512,Tanni,1,2016-11-25,0.03,1
21079341,Georgina,2,2018-12-30,0.18,1
5013592,Anton,0,N/A,0.0,1
19406327,Ze,0,N/A,0.0,1
21444167,Rony,8,2019-06-02,0.17,2
921857,Victoria,3,2016-12-29,0.06,1
7588851,Jamie,0,N/A,0.0,1
34058193,Beverly,5,2015-11-25,0.1,1
6386894,Adrienne,4,2018-02-16,0.19,2
7186661,Sabrina,4,2017-09-16,0.09,1
32220047,Dalton,29,2019-01-16,0.59,3
24131487,Liu,1,2015-08-29,0.02,1
35086035,Sammy,5,2018-12-31,0.27,1
35254359,Romain,0,N/A,0.0,1
30345458,Thomas,8,2017-06-24,0.21,1
5532810,Sandy,99,2019-06-16,2.02,2
35280507,Elimara,17,2018-12-11,1.41,1
10576227,Alexander,1,2015-07-05,0.02,1
8965532,Claire,11,2017-06-29,0.27,1
35287916,Naum & Alexandra,1,2015-09-01,0.02,1
25368839,Florence,63,2019-06-22,1.29,1
35299368,Adriana,1,2015-06-21,0.02,1
6028102,Ana,47,2019-03-24,0.95,1
740756,Lydia,14,2016-05-08,0.29,1
2388537,Andrea,33,2019-01-02,0.69,2
35322092,Rhemy,107,2019-07-06,2.19,3
3282552,Roger,11,2017-07-27,0.23,1
29769754,Tom,35,2019-05-27,0.72,1
20904647,Christina,32,2019-07-03,0.67,1
35329789,Simone,152,2019-06-19,3.08,1
3900093,Damien,35,2017-01-28,0.71,1
1490702,Amanda,2,2017-06-26,0.04,1
25111342,Alix,0,N/A,0.0,1
173938,Vuong,4,2018-02-08,0.08,1
35288455,Gabriela,55,2018-12-26,1.29,1
7209,Liz,108,2019-06-21,2.17,1
28813132,Junyuan,0,N/A,0.0,1
22894987,Daniel,0,N/A,0.0,1
35384978,Hans,42,2019-07-07,0.86,2
5693024,Peter,1,2015-07-28,0.02,1
35386618,Andrea,7,2016-05-25,0.15,1
35388074,Maddie,1,2015-06-12,0.02,1
12432739,Monica,1,2016-11-15,0.03,1
35391852,Sunita,2,2015-06-20,0.04,1
11631535,Scott,6,2016-08-26,0.14,1
29239547,Emanuel,25,2019-06-23,0.79,1
1549503,Alison,1,2015-06-28,0.02,1
2521069,Emma,27,2019-06-24,0.55,1
5360450,Sarah,5,2015-09-15,0.1,1
362418,Julia,181,2019-07-05,3.67,1
35415860,Debra,6,2016-08-28,0.12,1
35417042,Maria,28,2019-04-23,0.59,1
35421272,Joffrey,6,2016-09-26,0.12,1
35422693,Raquel,9,2018-07-25,0.19,1
35423181,Cidinha,10,2018-10-07,0.22,1
35426209,Talia,3,2016-08-01,0.06,1
35426480,Loukia,1,2015-07-21,0.02,1
27103894,Lee,0,N/A,0.0,1
308930,Andres,7,2017-12-18,0.15,1
35432501,Sterling,0,N/A,0.0,1
24742173,Tammy,16,2018-04-20,0.32,3
23985505,Liz,0,N/A,0.0,1
35474215,Gregory,1,2015-07-15,0.02,1
35476099,Alec,2,2016-12-26,0.04,1
6378149,Laurel,28,2017-12-04,0.56,3
18591697,Heidi,4,2016-07-31,0.09,1
35488245,Jillian,1,2015-08-25,0.02,1
230856,Gabrielle & Malcolm,6,2018-04-19,0.13,1
3403868,Cusi,0,N/A,0.0,1
31147528,Huei-Yin,0,N/A,0.0,1
35512327,Mayowa,0,N/A,0.0,1
18268348,Paul,12,2017-08-02,0.26,1
7788268,Marites,10,2018-05-07,0.22,1
12764250,Ravi,0,N/A,0.0,1
29509026,Melissa,6,2016-06-01,0.13,1
15724675,Juan,16,2017-04-17,0.42,2
2903840,Sari,4,2019-03-24,0.09,1
18186682,Catherine,2,2019-03-31,0.09,1
35524316,Yasu & Akiko,176,2019-06-19,3.57,11
8198108,Gabriel,8,2016-08-15,0.17,1
12965328,Delaney,0,N/A,0.0,1
35340889,Uros,4,2015-10-09,0.09,1
24973811,Toma,1,2015-08-27,0.02,1
12541502,Ryan,0,N/A,0.0,1
35574300,Spanky,238,2019-07-01,4.85,1
8924676,Taeler,0,N/A,0.0,1
35581556,Emma,0,N/A,0.0,1
11013095,Giorgia,0,N/A,0.0,1
1320538,Tyler,8,2019-01-09,0.2,1
33279657,Mariya,20,2017-04-26,0.41,1
35590273,Nikima,0,N/A,0.0,2
503555,Phyl,18,2016-07-24,0.37,3
20279153,Matthew,3,2017-07-01,0.06,1
7323687,Russell,0,N/A,0.0,1
4055091,Tina,0,N/A,0.0,1
7853731,Hod,3,2018-12-22,0.06,2
35634594,Eden,1,2015-08-14,0.02,1
35637698,Yaniv,4,2016-10-10,0.08,1
198010,Shenaz,4,2016-02-21,0.09,1
35660592,Luis,92,2019-06-15,1.87,6
21130473,Justin,4,2015-11-25,0.08,1
2608356,Dimitry,0,N/A,0.0,1
19109608,Elle,229,2019-06-16,4.65,3
1550419,Gordon,0,N/A,0.0,1
2264481,Sara,15,2018-08-13,0.31,1
1153591,Megan,24,2019-05-05,0.49,1
35726649,Chris,8,2019-06-29,0.17,1
13219494,New,1,2015-07-14,0.02,1
1456436,Kevin And Regard,32,2017-05-01,0.65,1
35350208,Zachary,1,2015-07-18,0.02,1
5967944,April,0,N/A,0.0,1
28509737,Michael,1,2015-06-23,0.02,2
3759488,Isabelle,1,2015-08-21,0.02,1
35788303,Kimihiro,17,2019-01-01,0.39,1
26185036,Tim,0,N/A,0.0,1
1587123,Raymond,4,2016-05-24,0.09,1
1787313,Lauren,5,2017-12-11,0.1,1
10767841,Manon,18,2019-03-10,0.39,1
2851131,Craig,23,2019-05-28,3.65,1
438545,Christie,0,N/A,0.0,1
2947857,Jocelyn,1,2015-08-12,0.02,1
14261988,Gretchen,150,2019-06-22,3.34,1
35829854,Ben,6,2016-05-07,0.12,1
5361360,Michael,6,2017-07-17,0.16,1
14171882,Brett,6,2016-09-11,0.12,1
2558534,Nash,93,2019-06-16,1.9,1
35878048,Avia,0,N/A,0.0,1
973817,Carol,0,N/A,0.0,1
35897162,Monica,6,2018-05-08,0.23,1
27287584,Chana,0,N/A,0.0,1
33605216,Elam,1,2015-07-15,0.02,1
35902297,Meg,0,N/A,0.0,1
6959884,Josephine,18,2019-07-02,0.38,1
2407990,Linsy,2,2015-12-14,0.05,1
3997451,Maria,106,2019-06-30,2.29,1
35914632,Pete,2,2015-09-28,0.04,1
22136368,Anna,0,N/A,0.0,1
14495918,Sam,2,2016-08-24,0.05,1
1461503,Phillip,2,2015-10-25,0.04,1
35919822,Christian,1,2015-09-12,0.02,1
15783878,Steven,14,2019-06-15,0.33,1
17782625,David,8,2019-05-27,0.16,2
4754282,Daniel,5,2018-12-23,0.1,1
21705761,Jonathan,2,2016-04-05,0.05,1
700224,Shane & Nicole,16,2019-04-30,0.36,4
