listing_id,host_id,neighbourhood,listing_name,room_type,price,minimum_nights,availability_365
8131285,17478311,East Village,Modern one bed in Alphabet City,Entire home/apt,129,3,0
8131995,42942193,Kips Bay,Studio with Million Dollar Views,Entire home/apt,165,3,0
8132082,4983838,Bedford-Stuyvesant,Lovely 1br in Heart of Brooklyn,Entire home/apt,103,7,13
8133275,33519200,East Flatbush,Victorian House near Brooklyn College,Entire home/apt,97,2,307
8133707,42951928,Theater District,Best Private Room in Times Sq!,Private room,49,1,0
8135144,42959506,Hell's Kitchen,Time Square! 2 Fully Furnished apt!,Entire home/apt,245,4,261
8135887,27362570,Ridgewood,Private Room in Modern Apartment,Private room,52,1,0
8139311,7849109,Bedford-Stuyvesant,Modern Beauty in Brooklyn!,Entire home/apt,280,1,0
8141256,9835167,Upper West Side,Beautiful Riverside Park Apartment,Entire home/apt,120,3,0
8141967,33747092,Bedford-Stuyvesant,Bel appartement meublé de 75m2,Private room,30,7,0
8142536,42991737,Financial District,Perfect Luxury Space in NYC!,Entire home/apt,350,3,0
8143588,22221590,Downtown Brooklyn,2 bedroom private apt - boerum hill,Entire home/apt,150,3,0
8144049,2126994,Harlem,Sunny Room In Historic Central Harlem,Private room,62,3,0
8144798,18223173,East Village,Lovely East Village Apartment,Entire home/apt,195,1,0
8145339,24430182,Chelsea,Chelsea 2-Bedroom Doorman Apt NEW,Entire home/apt,129,1,0
8145441,7950356,Park Slope,Roomy Brooklyn Brownstone,Entire home/apt,175,2,0
8145603,43007744,Ditmars Steinway,"Spacious, Beautiful, Private Room",Private room,80,4,303
8146444,12796091,Crown Heights,Sunny 1 bedroom in Brooklyn!,Entire home/apt,90,3,0
8146609,8860559,Williamsburg,Large room in Williamsburg,Private room,77,4,0
8151183,5983145,Bushwick,"Light, Bright and Cozy!",Entire home/apt,120,30,202
8151536,24982391,Williamsburg,Sunny Room in Williamsburg Brooklyn,Private room,90,1,0
8151605,1740952,Bedford-Stuyvesant,Amazing 2BR in Bed-Stuy,Entire home/apt,180,2,0
8151782,43034440,Prospect-Lefferts Gardens,Prospect Park Cozy Abode,Entire home/apt,100,30,43
8151925,43038322,Lower East Side,Modern Studio in Cultural LES,Entire home/apt,159,3,37
8152675,34920172,East Village,CLEAN & COZY 2 bedroom apartment,Entire home/apt,200,1,247
8152985,10134825,Lower East Side,Private BR in 3 BR Apt,Private room,89,3,0
8153005,19966390,East Village,Sunny 2 BR apartment in E Village,Entire home/apt,200,2,0
8153235,28888685,SoHo,Large room in central SOHO,Private room,72,2,0
8153240,10134825,Lower East Side,Cozy 3 Bedroom Apartment - LES,Entire home/apt,250,3,0
8155028,43052750,Battery Park City,"Battery Park Monthly rental, great location.",Entire home/apt,165,30,43
8160542,43075550,Tribeca,Private Balcony and views of WTC!,Private room,100,1,31
8161540,11315661,Bedford-Stuyvesant,Artist's Room in Bushwick,Private room,90,1,0
8162214,41087164,Lower East Side,"Large Room, Full Bed, Trendy LES",Private room,90,10,0
8162587,43082153,Midtown,Studio in Midtown East (1 q+couch),Entire home/apt,120,4,0
8162607,22372311,Upper West Side,Brownstone Apt near Central Park,Entire home/apt,185,3,6
8163660,6816235,Lower East Side,Lower East Side Garden Apartment,Private room,100,1,0
8164253,43091823,East Village,Huge Studio -East Vill/Alphbet City,Entire home/apt,120,5,0
8164402,43092626,Upper East Side,"Luxury, Cozy 1BD, walk to CentrPark",Entire home/apt,159,1,338
8164877,9862206,Williamsburg,Private Room 1 Stop From Manhattan,Private room,70,1,0
8165315,19990876,Bedford-Stuyvesant,1BR in Spacious 3Bed/3ba w/backyard,Private room,80,3,0
8166218,2881763,Chelsea,Spacious Parisian style apartment,Entire home/apt,220,2,0
8166737,6101617,Prospect-Lefferts Gardens,1 bedroom Prospect-Lefferts Gardens,Entire home/apt,89,4,0
8167145,1510638,Astoria,Cherry Blossom Apartment,Entire home/apt,135,7,157
8167182,19982835,Harlem,Central Park North 1 Bedroom Apt,Entire home/apt,150,2,362
8167884,43108922,Greenpoint,Greenpoint Brooklyn Modern Charm,Entire home/apt,165,2,235
8168619,37312959,East Elmhurst,Steps away from Laguardia airport,Private room,46,1,163
8170072,20912691,Jamaica,179st Hub Room with balcony,Private room,50,2,0
8170276,43119699,Upper East Side,Beautiful 2BR Apt in UES NYC,Entire home/apt,100,1,0
8170917,41466973,Hell's Kitchen,HK SWEET SPOT,Entire home/apt,200,2,161
8171965,40336543,Long Island City,Astoria Room Facing the Park,Private room,100,1,364
8172864,3692257,Kensington,Your Convenient Sanctuary 1br apt.,Entire home/apt,81,1,0
8172995,43134580,East Harlem,Open Plan & Garden Brownstone Apt,Entire home/apt,150,4,99
8173226,12485696,Chinatown,Small cosy room in Lower East Side,Private room,60,2,0
8173232,14196588,Upper East Side,Bright studio on Upper East Side!,Entire home/apt,180,14,0
8173434,38378985,Bedford-Stuyvesant,LOFT2bdrm apt near metro20min to Manhattan/wall st,Entire home/apt,239,5,142
8173559,24982697,Sunset Park,Bright Private Room with Big Closet,Private room,70,7,326
8173563,27990825,Bushwick,Cosy double bedroom in Brooklyn #1,Private room,45,2,0
8173609,43137812,Harlem,Cozy Apartment Next To Central Park,Entire home/apt,200,2,197
8174397,9511935,Roosevelt Island,Roosevelt Island-great location,Shared room,45,1,0
8174635,20538121,Bedford-Stuyvesant,Modern Brooklyn Apartment,Entire home/apt,45,2,14
8182759,3538661,Williamsburg,Original Old Skool 2 Bedroom Brooklyn LOFT,Entire home/apt,400,4,170
8183112,37563411,Crown Heights,Bright Home in Heart of Brooklyn,Entire home/apt,110,1,0
8183217,37563411,Crown Heights,Spacious Room in Heart of Brooklyn,Private room,65,14,0
8183563,10963050,East Village,"Quiet, Clean, Beautiful East Village Loft",Entire home/apt,250,2,211
8184502,43175172,Financial District,Private Room in Luxury Building,Private room,120,1,0
8185845,30283594,Upper East Side,1-Bedroom Upper East Side Apartment!,Entire home/apt,249,30,273
8186068,2182167,Williamsburg,Bright&Beautiful BR in Williamsburg,Private room,80,2,0
8186181,56350,Midtown,AMAZING LOCATION Large Studio Centrally Located,Entire home/apt,124,2,0
8186924,22751337,Fort Greene,Airy 1500 sq ft Exposed Brick Apt,Entire home/apt,175,3,0
8187719,6898461,Bushwick,Location au coeur de Brooklyn!,Private room,45,1,0
8189063,3663218,Williamsburg,Cute Room in Williamsburg Apartment,Private room,60,1,0
8189121,333195,Carroll Gardens,Sunny & Spacious in Carroll Gardens,Entire home/apt,115,3,166
8190219,1597935,Prospect Heights,Huge apartment on tree-lined street,Entire home/apt,99,7,0
8190747,43203249,Woodside,cozy apartment,Private room,75,7,364
8191699,13184549,Upper East Side,Studio near Central Park.,Entire home/apt,140,7,0
8192079,31804977,Harlem,Spacious room in shared apartment!,Private room,75,4,0
8192443,31304940,Williamsburg,- J - Cozy Secure Private Room in a Shared Loft,Private room,60,2,104
8192532,13871584,Woodside,Room in Woodside,Private room,132,1,0
8192768,2808153,Harlem,Pleasant room on garden floor,Private room,120,2,263
8192789,2808153,Harlem,Spacious Private Parlor Suite in Heart of Harlem,Entire home/apt,150,2,271
8193127,28421010,Tribeca,Spacious TriBeCa 3BR w/ Balcony,Entire home/apt,500,3,0
8193608,10473601,Upper East Side,Top location Heart of Manhattan!,Entire home/apt,150,5,0
8194369,13076168,Bedford-Stuyvesant,Cute room in huge artist loft!,Private room,49,14,0
8194497,7430851,Fort Greene,Charming Fort Greene park studio!,Entire home/apt,110,2,0
8195335,43226806,Harlem,Cozy room in renovated Harlem apt,Private room,65,6,0
8195719,24128401,Williamsburg,Luxury Apartment in Williamsburg Br,Entire home/apt,190,13,0
8202455,43257501,Upper West Side,Beautiful Upper West Side Studio,Entire home/apt,125,2,0
8204305,32791632,Upper West Side,Gorgeous Penthouse next to Central Park,Private room,92,2,39
8204392,11268108,Williamsburg,"Entire House in East Williamsburg, Brooklyn!",Entire home/apt,100,2,3
8205572,10387090,Bushwick,Cool Chill Space In a 5BR 2.5 bath,Private room,36,20,346
8206060,3039478,Bedford-Stuyvesant,2 bed duplex with private garden!,Entire home/apt,325,5,0
8207003,4307662,East Village,Comfy East Village Studio,Entire home/apt,120,4,0
8207453,1194064,Williamsburg,Quiet Relaxed Room in Williamsburg,Private room,60,5,0
8207764,9911159,East Harlem,Beautiful & Cozy One Bedroom Apt,Entire home/apt,175,3,0
8208090,43282186,Bushwick,Modern private apartment in historic brownstone,Entire home/apt,200,2,103
8208285,22572797,East Village,Cute East Village 2 Bedroom Apt.,Entire home/apt,180,1,270
8208317,17686601,Theater District,Apartment share with stunning sunset views,Private room,155,1,0
8208997,43286973,Williamsburg,Comfy home in heart of Williamsburg,Entire home/apt,120,1,0
8210379,344035,Prospect Heights,Comfy garden level room at Brooklyn&Breakfast,Private room,60,1,293
8210423,19477617,Chelsea,Chelsea Charm: shared apartment,Private room,95,3,80
8210686,4998154,Greenpoint,Beautiful Room in Greenpoint Loft,Private room,80,3,0
8210840,90860,Bedford-Stuyvesant,Penthouse Dream in Brooklyn,Entire home/apt,230,2,283
8211314,27990825,Bushwick,Cosy double bedroom in Brooklyn #2,Private room,45,2,0
8211513,43299973,Ridgewood,"Cozy Room, In Quiet Neighborhood",Private room,40,2,0
8212051,43302952,East Flatbush,Monty,Shared room,95,2,238
8213015,13563861,Crown Heights,Crown Heights Stunner,Entire home/apt,200,2,0
8213227,43298076,Harlem,-CENTRAL PARK - 3 stops by subway(32'' TV room),Private room,42,2,101
8213488,28025816,Bedford-Stuyvesant,Bed-Stuy Gem with Private Entrance,Private room,70,2,11
8217454,1177497,Clinton Hill,The Notorious B.N.B. {Custom},Private room,199,1,365
8219648,7806471,Washington Heights,Beautiful Apartment in Manhattan NYC,Private room,65,3,287
8221965,42849963,Hell's Kitchen,Artist's Loft in Garment District,Entire home/apt,190,30,9
8222742,22529847,Greenwich Village,Lovely nest in Greenwich Village,Entire home/apt,200,2,264
8222951,19379151,Crown Heights,Artsy Studio near The Brooklyn Museum,Entire home/apt,75,3,0
8223230,43361668,Greenpoint,Bright and Cozy Room Williamsburg,Private room,98,1,343
8224368,4591602,Bushwick,Bushwick Brooklyn Morgantown Oasis,Private room,120,2,206
8225035,43371802,Flatlands,International Meeting Place_Room 4,Private room,130,4,365
8225210,43370599,Harlem,Doorman Harlem Apt with Great Views,Entire home/apt,250,1,89
8225997,11004198,East Village,Bright 1BD in happening E Village,Entire home/apt,125,31,204
8226137,37440683,Upper West Side,1-Bedroom Apartment in Heart of UWS,Entire home/apt,225,2,0
8226346,41962603,Bushwick,"Cozy, light, private room",Private room,96,3,0
8228217,43390488,Flatbush,Bold and bodacious in the fall,Private room,55,5,89
8231648,43330303,Washington Heights,1st Fl Comfortable Room in Manhatan,Private room,68,3,160
8234295,481603,Bushwick,"Sunny, spacious, bedroom for rent",Private room,45,15,0
8234510,7853503,Astoria,"Beautiful Astoria Apt 1BR, 2bath",Entire home/apt,140,1,0
8234740,37440412,Hell's Kitchen,Nice Studio in Hell's kitchen,Entire home/apt,160,4,0
8235820,13716326,Williamsburg,Brand new Williamsburg apt!,Private room,77,7,0
8236539,43434198,Greenpoint,"Quiet room in Greenpoint, Brooklyn",Private room,90,1,0
8236660,8332684,Lower East Side,Large & Cozy Manhattan LES 2BR Apt,Entire home/apt,208,13,0
8237244,38363621,East Village,Charming Studio + Private Balcony,Entire home/apt,215,3,0
8238934,43446271,Harlem,I bedroom w/ private bathroom,Private room,100,2,79
8239111,36192346,Washington Heights,"Sunlit, Spacious & Near train",Private room,40,2,0
8239352,43449898,Maspeth,Private Room 12x12 close to manhattan,Private room,59,1,176
8239650,13407785,Throgs Neck,"Waterfront, perfect NYC getaway!",Entire home/apt,325,2,153
8240016,36791609,Bushwick,Large Brooklyn Apt Artsy & Centric,Entire home/apt,98,1,293
8241378,43461780,West Village,West Village: the best part of town,Private room,109,1,0
8241545,21628945,Bedford-Stuyvesant,Spacious Sunny Rm in Stylish Duplex,Private room,69,3,333
8241894,6865699,Long Island City,1 large bedroom 10mins to Manhattan,Private room,80,3,0
8247721,43494916,Crown Heights,Charming Crown Heights Brownstone,Entire home/apt,80,3,0
8249156,22384027,Brownsville,Room #3 Near Manhattan NYC.,Private room,39,1,158
8250280,9775058,Kensington,Zee's Brooklyn nest,Private room,70,2,37
8250457,43509184,West Village,"Heart of W. Village 1-BR, Renovated",Entire home/apt,194,3,0
8250925,7455706,East Village,NYC Lofted Room in the Lower East Side,Private room,90,5,8
8251228,22384027,Crown Heights,Private Bedroom Near Manhattan NYC,Private room,39,1,33
8252369,10276104,Williamsburg,Cute Sunny Loft Space Williamsburg,Private room,85,2,151
8253376,43524236,Todt Hill,large house with inground pool/spa,Entire home/apt,429,2,0
8254405,26856159,Harlem,Classic Harlem --- Economy Room,Private room,42,1,259
8254640,123713,Bedford-Stuyvesant,Large Beautiful BedStuy Apartment,Entire home/apt,200,2,0
8254674,4910739,NoHo,NOHO ART LOFT ON LAFAYETTE. BEST LOCATION IN NYC,Entire home/apt,700,2,54
8255329,19963678,Bushwick,Private room in middle of Bushwick,Private room,50,1,0
8255464,43534773,Sunset Park,Great new 1 bdrm condo in Greenwood :),Entire home/apt,100,1,0
8255964,18183596,Crown Heights,"Safe,Convenient,economical,Clean 2",Entire home/apt,150,4,365
8256749,41514104,Bushwick,Luis and Melanie's B and B,Entire home/apt,100,5,269
8256930,5973406,Park Slope,*Lovely Apt in Heart of Park Slope*,Entire home/apt,85,30,282
8257585,41547419,Greenwich Village,Spacious apartment in trendy neighborhood,Entire home/apt,240,1,0
8257903,43549138,Kips Bay,"Sanctuary Oasis, Midtown Manhattan",Entire home/apt,135,7,0
8257999,37376980,Upper East Side,awesome private studio on ues !,Entire home/apt,135,14,0
8265482,43583032,West Farms,Cozy Private Room Near Bronx Zoo,Private room,79,1,179
8266287,32277262,East Village,East Village apt w/ ESB views,Private room,150,2,0
8266641,43588775,Bedford-Stuyvesant,2 bedroom in Stuyvesant Heights,Private room,139,4,307
8266871,983006,Bedford-Stuyvesant,"Cozy, comfortable private room",Private room,38,2,0
8266933,32492147,Downtown Brooklyn,Bright Bedroom in a Brooklyn Loft,Private room,100,4,0
8266969,43590457,Astoria,Cozy and Comfortable,Private room,75,3,0
8267425,21148770,Ridgewood,Ridgewood/Bushwick ~ Bungalow,Entire home/apt,170,4,0
8268465,43600713,Harlem,Beautiful Private Room and Bath in Historic Harlem,Private room,70,2,188
8268849,43599290,SoHo,Private Floor in SOHO Townhouse,Private room,199,3,276
8269241,22384027,Crown Heights,Room #5 Near Manhattan NYC.,Private room,39,1,159
8269318,22384027,Crown Heights,Dreamy Private Bedroom Near Manhattan NYC.,Private room,39,1,33
8269681,43601551,East Harlem,Sunny Clean Bedroom,Private room,75,2,325
8270710,3959655,Windsor Terrace,Gorgeous sunny apt steps to park!,Entire home/apt,99,20,65
8272122,2417692,Astoria,Cozy Room 4 stops from 5 avenue,Private room,100,15,61
8272327,38465372,Cobble Hill,Quiet Brownstone Parlor Studio,Entire home/apt,225,3,135
8272749,25728891,Brooklyn Heights,Prime Room with View in Brooklyn Heights,Private room,99,2,231
8272818,179246,Bedford-Stuyvesant,"Three-Story Brick Brownstone, Perfect for Families",Entire home/apt,469,9,48
8274113,1804684,Bedford-Stuyvesant,Bed-Stuy Apartment w/ Rooftop Patio,Private room,67,60,266
8274440,43628713,Harlem,Upper Manhattan Luxury Town Home - Mins to Midtown,Private room,180,3,362
8274516,16805656,Upper West Side,Central Park west. Big Cozy Room,Private room,100,1,263
8274711,1017231,Harlem,Penthouse Studio in Historic Harlem,Entire home/apt,125,3,1
8274931,43633040,Astoria,Stunning apartment with view only 5 min from metro,Entire home/apt,85,3,0
8275069,9597454,Upper East Side,Duplex Upper East side,Private room,175,2,0
8275331,32379616,Williamsbridge,Affordable and Spacious room,Private room,65,5,123
8275346,43635876,Borough Park,Brooklyn Apt,Private room,52,2,90
8275455,424343,Inwood,Lovely Inwood Studio,Entire home/apt,85,3,0
8275676,43637999,Great Kills,LOVELY Clean&Safe 2 BR NYC Suburban,Private room,99,1,325
8276819,43371802,Flatlands,International Meeting Place_Room 3•,Private room,130,4,364
8276961,43645608,Hell's Kitchen,Cozy 1 BR Apt- Perfect Location NYC,Entire home/apt,189,2,37
8281340,21628945,Bedford-Stuyvesant,"Spacious, Townhouse Garden Apt",Entire home/apt,121,2,0
8281889,43669213,Williamsburg,"Williamsburg, Brooklyn space",Private room,150,1,363
8281967,43669488,Midtown,Stylish Studio in Midtown East,Entire home/apt,170,1,0
8283627,11428056,Hell's Kitchen,Private Room Steps from Time Square,Private room,70,2,0
8283646,21221987,Upper West Side,A cozy room on the Upper West Side.,Private room,80,5,0
8283693,15809410,Morningside Heights,Nice apt in New York,Entire home/apt,186,7,0
8285992,1181122,East Village,Large and Charming East Village Apt,Entire home/apt,174,3,0
8286139,10134825,Lower East Side,Private BR in 3 BR Apartment,Private room,89,1,0
8286476,23936958,East Village,Prime Location & Tech Entrepreneurs,Private room,109,3,0
8286494,43691297,Greenpoint,Huge apt w New York City Skyline view,Entire home/apt,100,4,0
8286580,6112537,Williamsburg,Modern Williamsburg Apt w/ Balcony,Private room,80,5,0
8287001,14796247,Flatbush,Cozy skylight room in Victorian Town House,Private room,41,7,292
8290210,41152325,Greenpoint,Overlooking NYC skyline in Greenpoint,Entire home/apt,120,5,0
8290724,2857722,West Village,Sunny Greenwich Village 1BR Apt!,Entire home/apt,230,8,0
8291897,43719073,Sheepshead Bay,Cozy with Great location !!,Shared room,45,1,342
8292864,19194060,East Village,Charming East Village Apartment,Entire home/apt,600,3,0
8293281,634004,Prospect Heights,GREAT LOCATION QUIET BKLYN STREET,Entire home/apt,125,2,105
8293802,3901962,East Village,Epic 1BR in Heart of East Village,Entire home/apt,149,2,0
8294259,11305944,Allerton,Room in Private House(Queen Bed) by Montefiore-NYC,Private room,63,4,0
8294525,25266527,Bensonhurst,Studio in Bensonhurst - Near subway,Entire home/apt,60,3,0
8301159,5164854,Harlem,Big Sunny Room in Manhattan!!! (B6),Private room,57,3,341
8301850,36955448,Bedford-Stuyvesant,Private top floor,Entire home/apt,160,2,304
8302680,3038856,Williamsburg,Sunny 2BR Apartment in Williamsburg,Entire home/apt,164,1,0
8303074,5499953,Crown Heights,Two bedroom apt near prospect park,Entire home/apt,250,2,365
8303337,8791857,Morningside Heights,Your Riverside Romance: Sunny and Bright Apartment,Entire home/apt,194,5,102
8304576,14386700,Financial District,Beautiful studio in FIDI,Entire home/apt,140,10,0
8304809,43443842,Crown Heights,Parkway Chic ( 2 Bedrooms),Entire home/apt,205,3,172
8305649,43371802,Flatlands,International Meeting Place_Room 1*,Private room,129,4,365
8306427,7784911,Williamsburg,Williamsburg Penthouse Apartment,Entire home/apt,250,4,188
8306839,41007625,Midtown,1 Week NYC during the Holidays!,Private room,399,6,0
8307946,6502766,Greenwich Village,Spacious Greenwich Village 1 Bed,Entire home/apt,150,2,0
8308683,10129919,Cypress Hills,Couples' Nest.,Entire home/apt,75,3,256
8308797,43719073,Sheepshead Bay,shared space with Great location!!,Shared room,45,1,351
8309474,51414,Williamsburg,Comfy room in East Williamsburg.,Private room,65,2,0
8309731,43804373,Upper East Side,Convenient studio,Entire home/apt,250,1,0
8311468,10023505,Greenpoint,Huge Loft Studio in Hip Greenpoint!,Shared room,185,1,0
8312148,8550571,West Village,West Village 1 Bedroom w/ fireplace,Entire home/apt,400,2,0
8313551,5268758,Sunnyside,Recently renovated private floor,Entire home/apt,125,1,234
8316959,41817016,Ditmars Steinway,Sun-soaked Oasis in Astoria.,Private room,175,1,87
8319488,43126563,Park Slope,Spacious park slope 2 bedroom,Entire home/apt,300,3,338
8319784,30283594,Upper East Side,~Lavish 1 Bedroom Upper East Side NYC Apt!,Entire home/apt,249,30,273
8320129,30283594,Upper East Side,Cozy Studio Apt Upper East Side Near Hospitals,Entire home/apt,199,30,365
8320702,39047190,Gramercy,Convenient full 1 bdrm + loft apt,Entire home/apt,180,4,0
8321236,4818113,Brownsville,Conveniently Located Brooklyn Apt,Private room,60,3,116
8321495,30866347,Williamsburg,CLEAN & BRIGHT 1BR IN WILLIAMSBURG,Private room,55,7,0
8322478,5008870,Bedford-Stuyvesant,Designers brownstone in Bed-Stuy,Entire home/apt,135,2,242
8323015,43876308,East Flatbush,Caribbean Retreat in the heart of Brooklyn,Entire home/apt,90,2,93
8323765,14156051,East Village,Master Bedroom in East Village,Private room,130,4,0
8324941,43885876,Pelham Bay,Charming studio apartment,Shared room,150,1,364
8325605,43889585,Greenpoint,Big & Sunny Greenpoint Room,Private room,80,1,0
8326389,43893277,Harlem,Exquisite Apartment in Hip Hamilton Heights,Private room,85,3,61
8326753,34934128,Theater District,Prime Location in Theatre District,Private room,150,2,0
8327302,43897442,Flatbush,Spacious bedroom,Private room,62,1,334
8327773,6444987,Bedford-Stuyvesant,"Gorgeous Brooklyn Brownstone Flat, Great Location!",Entire home/apt,155,2,262
8328900,890425,Bedford-Stuyvesant,Private room in a 4 bedroom loft,Private room,40,2,0
8334574,5283853,East Village,Unbeatable NY room in East Village!,Private room,140,2,28
8335539,12720552,Bushwick,Comfy bed in a beautiful apartment!,Shared room,50,1,365
8335547,1237358,East Village,W Hotel Style 2 BR w/ Private Patio,Entire home/apt,250,2,0
8337597,43949321,Clinton Hill,Spacious Clinton Hill Room,Private room,70,7,0
8338312,1854179,Prospect Heights,Vacation Rental in Prospect Heights,Entire home/apt,160,5,0
8339036,11995451,Midwood,Top Floor 1 Bedroom Apt XpressTrain,Entire home/apt,78,2,217
8339140,43956548,Chinatown,Historic Little Italy / Chinatown Jewel,Entire home/apt,139,4,350
8340381,20990447,Washington Heights,CHEAP & LOVELY ROOM IN MANHATTAN!!!,Private room,50,5,0
8340665,43964253,Upper East Side,True One BR - Upper East Side,Entire home/apt,145,2,0
8341556,43298076,Harlem,-MANHATTAN - Upper West BIG ROOM w/tv,Private room,55,2,72
8341669,43969051,Upper West Side,Upper West Side Luxury Rental,Entire home/apt,215,5,0
8341919,43945071,Long Island City,Brand New Luxury Apt Lease Takeover,Entire home/apt,199,480,365
8342009,43375242,Long Island City,Cozy apartment with lots of light,Private room,120,2,89
8342053,26012172,Chelsea,Chelsea apartment with a backyard,Entire home/apt,160,3,0
8342200,37131217,Upper West Side,"Upper West Side, Close to Park",Entire home/apt,125,5,0
8342917,43976299,Harlem,Cozy 1 bedroom uptown,Entire home/apt,99,1,0
8343222,43977828,Silver Lake,"New Apartment, Close to Ferry",Entire home/apt,80,2,324
8347980,4230646,East Village,Large Modern Studio Next To The Park,Entire home/apt,150,2,0
8348832,15756065,Bushwick,BUSHWICK ground floor beauty,Private room,110,1,0
8353055,619330,South Slope,Bright Brooklyn Penthouse +Roofdeck,Entire home/apt,360,4,0
8354383,38204730,Gramercy,Artist 1.5 bedroom WHOLE apartment!,Entire home/apt,239,5,30
8355713,44042396,Crown Heights,Cozy Private Brooklyn Bed room,Private room,40,4,0
8355794,15833732,Upper West Side,New York Upper West Near Columbia U,Private room,60,5,0
8356955,30460662,Harlem,Find Serenity in this Harlem Studio,Entire home/apt,87,2,0
8357147,33874814,Williamsburg,Perfect Solo Traveler Room in Williamsburg,Private room,44,2,6
8358047,44050884,Harlem,Nice Bedroom in Harlem (Sugar Hill),Private room,80,1,0
8361443,10618178,Upper East Side,"Cozy studio, with fantastic light",Entire home/apt,119,6,0
8362098,2128335,Sunset Park,Lovely 1.5 bed in South Park Slope,Entire home/apt,69,5,0
8364733,44087298,Washington Heights,Pleasant Enviornment,Private room,50,1,0
8364979,8489997,Williamsburg,Modern • Sleek • Brooklyn,Entire home/apt,200,10,280
8365647,10024006,Riverdale,1 Bedroom/1 Bathroom in Riverdale (close to HIR),Private room,65,1,0
8367125,44099001,Elmhurst,Nice & clean studio for a couple,Entire home/apt,78,2,0
8367271,2477248,Fort Greene,Cozy Studio in Heart of Ft Greene,Entire home/apt,150,4,0
8367486,44096608,Upper West Side,Private Bed/Bath-Central Park Views,Private room,99,2,105
8368708,20413250,Astoria,Cozy 1 bedroom apt Prime Location!!,Entire home/apt,150,14,0
8368794,4167576,Chelsea,Modern Lux Furnished 1 Bedroom Apt,Entire home/apt,140,1,256
8368928,15789077,Murray Hill,Private 2BD Apartment in Manhattan,Entire home/apt,500,1,0
8368973,28916226,Prospect-Lefferts Gardens,Modern & Comfortable 1 BR,Entire home/apt,75,1,0
8369401,31104953,Windsor Terrace,Peaceful South Slope Living Quarters,Entire home/apt,123,3,0
8369701,43371802,Flatlands,INTER HOUSE entire apt minim 16 day,Entire home/apt,414,16,365
8369857,43371802,Flatlands,International Meeting Place_Room 2,Private room,125,4,180
8369895,40376473,Chelsea,Spacious Chelsea Loft!,Entire home/apt,299,2,221
8370236,44107591,Flatbush,Barbara's Home Stay,Private room,55,3,286
8371626,44123353,Upper West Side,Cozy little room UWS,Private room,55,3,0
8372368,27708645,Bedford-Stuyvesant,The Herkimer House  Room #2,Private room,65,3,342
8372650,25360921,Midtown,Luxurious 1BR in Herald Square,Entire home/apt,300,3,0
8373265,15094887,Harlem,Huge Private Cool 1BR Harlem -Close 2 Central Park,Entire home/apt,150,5,0
8381173,19838610,Hell's Kitchen,Charming Hell's Kitchen nest -- bedroom 2,Private room,79,1,0
8381381,2284111,Hell's Kitchen,Studio in Manhattan,Entire home/apt,152,1,0
8381953,44171084,Harlem,Tranquil Apt with Garden Access,Entire home/apt,124,3,247
8382660,44170892,Bay Ridge,One cozy bedroom in Bay Ridge NY,Private room,85,2,281
8385108,2448006,Harlem,Cozy private room,Private room,100,3,349
8385284,13501341,Bushwick,"2 bdrm apt in Bushwick off L,M",Entire home/apt,82,4,0
8386220,2422554,Highbridge,Yankee Stadium Lavished Bedroom,Private room,59,4,0
8386889,44193702,East Village,Penthouse Floor Room in Luxury Apt,Private room,75,1,0
8387244,26909087,Bedford-Stuyvesant,Bushwick for Thanksgiving/Christmas,Private room,65,1,0
8387338,44195923,Tompkinsville,Private Room Available in 2BedApt,Private room,50,1,0
8388278,25370219,Williamsburg,Bright Williamsburg Apartment,Private room,65,2,0
8388776,2227376,Chelsea,"Massive, Cozy, Modern 1BR in Heart of Chelsea!",Entire home/apt,109,3,0
8388864,36688169,Boerum Hill,Quiet Bedroom in Cobble Hill,Private room,59,1,325
8389259,23968798,Upper East Side,Great 1bdrm in lower UES near Park,Entire home/apt,300,4,188
8389302,4168247,Fort Greene,Elegant Sanctuary close to all,Entire home/apt,135,6,188
8389603,32588705,East Harlem,"Sunny, Open, East Harlem 1 bedroom",Entire home/apt,110,2,0
8390906,10953390,East Village,"Big living room, w/ 3 big bedrooms",Entire home/apt,300,2,0
8391035,2321776,Washington Heights,Private room in Washington Heights,Private room,80,4,0
8391096,5338040,Upper East Side,Stylish 1 Bdr. Apt. on Upper East,Private room,185,5,341
8392929,1182180,Sunset Park,AFFORDABLE & COZY IN SUNSET PARK,Private room,35,6,160
8398120,17871237,Williamsburg,one bedroom apt 1000sqf,Private room,250,5,0
8398566,43779028,Upper West Side,Room in 1-Br by Columbus Circle,Private room,90,2,0
8398955,31851704,East Elmhurst,LaGuardia Room with Private Entrance(2)!,Private room,50,1,1
8400115,43768534,Greenpoint,Brooklyn bohemian haven,Private room,60,7,0
8401484,1278978,Williamsburg,Private Rm in Cozy Williamsburg Apt,Private room,70,3,0
8401620,44262118,Upper West Side,NICE AND BRIGHT ROOM UPPER WEST!,Private room,130,2,0
8402207,44260966,Soundview,BEDROOM PRIVATE COMFY NEAR 6 TRAIN NO CURFEW,Private room,28,2,108
8402882,3687880,Bedford-Stuyvesant,Peaceful BR in Historic Brownstone,Private room,35,14,0
8403327,15928518,Williamsburg,Sunny Apt in Williamsburg Brooklyn,Entire home/apt,110,3,0
8404181,44273727,Crown Heights,Crown Heights Great Single Bedroom,Private room,70,1,0
